,th,f1_sc
0,2.0,0.8411214953271028
1,2.1012658227848102,0.8623853211009175
2,2.2025316455696204,0.867579908675799
3,2.3037974683544302,0.867579908675799
4,2.4050632911392404,0.8727272727272728
5,2.5063291139240507,0.8878923766816144
6,2.607594936708861,0.8878923766816144
7,2.708860759493671,0.8977777777777778
8,2.810126582278481,0.912280701754386
9,2.911392405063291,0.9177489177489176
10,3.0126582278481013,0.9177489177489176
11,3.113924050632911,0.9177489177489176
12,3.2151898734177218,0.9177489177489176
13,3.3164556962025316,0.9106382978723405
14,3.4177215189873418,0.9152542372881356
15,3.518987341772152,0.9075630252100841
16,3.620253164556962,0.9121338912133891
17,3.7215189873417724,0.9135802469135802
18,3.8227848101265822,0.9135802469135802
19,3.9240506329113924,0.9061224489795918
20,4.025316455696203,0.8951612903225807
21,4.1265822784810124,0.8915662650602411
22,4.227848101265822,0.888
23,4.329113924050633,0.8809523809523809
24,4.4303797468354436,0.8774703557312253
25,4.531645569620253,0.8705882352941177
26,4.632911392405063,0.8638132295719844
27,4.734177215189874,0.8604651162790699
28,4.8354430379746836,0.8571428571428572
29,4.936708860759493,0.8473282442748091
30,5.037974683544304,0.8345864661654135
31,5.139240506329114,0.8296296296296296
32,5.240506329113924,0.8145454545454546
33,5.341772151898734,0.8057553956834533
34,5.443037974683545,0.8028673835125447
35,5.544303797468354,0.8
36,5.6455696202531644,0.7887323943661972
37,5.746835443037975,0.7724137931034483
38,5.848101265822785,0.7697594501718213
39,5.949367088607595,0.7516778523489934
40,6.050632911392405,0.7417218543046358
41,6.151898734177215,0.7320261437908497
42,6.253164556962025,0.7313915857605178
43,6.3544303797468356,0.7174603174603176
44,6.455696202531645,0.6996904024767803
45,6.556962025316456,0.6848484848484849
46,6.658227848101266,0.6846846846846847
47,6.7594936708860756,0.6765578635014837
48,6.860759493670886,0.6686217008797655
49,6.962025316455696,0.6627906976744186
50,7.063291139240507,0.6495726495726496
51,7.1645569620253164,0.6424581005586593
52,7.265822784810126,0.6406685236768802
53,7.367088607594937,0.6284153005464481
54,7.468354430379747,0.6149732620320856
55,7.5696202531645564,0.6036745406824148
56,7.670886075949367,0.6010362694300518
57,7.772151898734177,0.5994832041343668
58,7.8734177215189876,0.5994832041343668
59,7.974683544303797,0.5994832041343668
60,8.075949367088608,0.5964010282776349
61,8.177215189873419,0.5918367346938775
62,8.278481012658228,0.5858585858585859
63,8.379746835443038,0.5785536159600998
64,8.481012658227847,0.5756823821339949
65,8.582278481012658,0.567237163814181
66,8.683544303797468,0.5576923076923077
67,8.784810126582279,0.5510688836104513
68,8.88607594936709,0.5492957746478874
69,8.987341772151899,0.5454545454545454
70,9.088607594936708,0.5391705069124425
71,9.189873417721518,0.5330296127562641
72,9.291139240506329,0.5306122448979591
73,9.39240506329114,0.5270270270270271
74,9.49367088607595,0.5211581291759466
75,9.594936708860759,0.5221238938053097
76,9.69620253164557,0.5221238938053097
77,9.797468354430379,0.5198237885462554
78,9.89873417721519,0.5175438596491229
79,10.0,0.5164113785557987
